Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
Queen and woodbine beaches,2500,"1834 Queen St E, Toronto, ON M4L 1G9",2024-03-11 16:45:32,Apartment,2,1,,Not Included,0,1 Year,"March 2, 2024",Yes,800,No,No,Not Included,No,,,"2 bed 2 nd floor apartment for rent
Available right away
1834 queenstreet east Toronto Ont
No students",154 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/queen-and-woodbine-beaches/1687074380
1 private room for rent (female only),750,"Scarborough, ON M1P 1E7",2024-03-11 16:41:08,,,,,,,,,No,,Yes,,,,,,"Modern, 1 private, furnished basement room
Main intersection: Kennedy/Lawrence
Available immediately $750 per person. Suitable for 1 female student ONLY.
All utilities included
WIFI included
laundry included
One Parking spot included
Separate entrance
No pets, No smoking
Shared laundry, kitchen and bathroom
walking distance to the bus stop,
5 minutes to Kennedy subway station.
20 minutes to U of T scarborough campus
15 minutes to Centennial College Progress campus
30 minutes to downtown Toronto
**Please provide a brief description of yourself and a telephone number in order for your email to be answered. Thank you!",53 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-private-room-for-rent-female-only/1687916708
2 Bed + 2 Bath New Luxury at Yonge/Empress,3100,"Yonge Street, North York, ON",2024-03-11 16:40:07,Condo,2,2,"Hydro_No,Heat_Yes,Water_Yes",Not Included,1,1 Year,"March 15, 2024",Yes,728,No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","New luxurious 2 bed + 2 bath with parking, locker and utilities included with underground access to subway station. Contact 416-951-4397 for inquiries.",27 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-new-luxury-at-yonge-empress/1687916608
"Morningside and Lawrence: 280 Morningside Avenue , 2BR",2400,"280 Morningside Avenue, Toronto, ON, M1E 3E8",2024-03-11 16:39:44,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"November 1, 2022",Yes,Not Available,No,No,Balcony,Outdoors only,"Laundry (In Building), Dishwasher, Fridge / Freezer",,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/morningside-and-lawrence:-280-morningside-avenue-2br/1505840471
Metropolitan Apartments - 2bdrm Apartment for Rent,2649,"2837 Yonge Street, Toronto, ON, M4N 0A7",2024-03-11 16:32:10,Apartment,2,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,704,No,No,Not Included,No,,,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/metropolitan-apartments-2bdrm-apartment-for-rent/1684190264
Room for rent(多大附近两室公寓出租）,,"Willison Square, Toronto, ON",2024-03-11 16:30:48,,,,,,,,,No,,Yes,,,,,,"房东直租：多伦多唐人街三室两卫中的两室公寓：主卧（1800$）、次卧（1600$）立即入住，另一个次卧是男生。
单元内面积约900平方呎，顶高十呎，坐北朝南，206呎阳台。有全套家具和洗衣设备，包水、电、网络。
步行十分钟左右到多大、OCAD,Ryerson三所学校。周边超市、餐馆林立，3个月以上起租。
Call: 647-231 8294",26 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687915654
2 Bedroom Apartment for Rent,750,"Gerrard St E, Toronto, ON M4L 1Z7",2024-03-11 16:30:29,,,,,,,,,,,Yes,,,,,,"Looking for Female tenants in a 2 Bedroom Apartment
All utilities included(Laundry+Wififi+Hydro)
Fully Furnished
In house Laundry
2 Bedroom (One is occupied by other two girls, and One is Available for sharing or individual )
1.5 Bath
Fully Equipped Kitchen
Move-in is available from the 21st of March 2024
Close to all amenities :
- 10 min to Gerrard Square which has Food Basic Walmart, No Frill, Dollarama, Winners, Planet Fitness, CIBC, Dollarama
-2min from the Pharmacy
-TTC Bus to Coxwell Station in a 4min walk
-5min walk to Shopper Drug Mart, No Frill, Dollarama at Coxwell Street
- Street Car available opposite to the apartment
-Library Available opposite to the apartment
- 35 minutes from George Brown College and Northeastern University
-Eaton Centre 25min away from Street Car
-All Indian restaurants and famous cafes downstairs
-Indian Grocery Store opposite to the apartment
-Beauty Parlor/Salon opposite to the apartment
Single Occupancy Room-1500cad
Double Occupancy-750cad per head
DM for more details
The apartment is perfect for female students or female working professionals",93 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/2-bedroom-apartment-for-rent/1687915628
66 Spadina Road - 1 Bedroom Apartment for Rent,2569,"66 Spadina Road, Toronto, ON, M5R 2T4",2024-03-11 16:25:02,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,595,No,No,Not Included,No,,Elevator in Building,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/66-spadina-road-1-bedroom-apartment-for-rent/1684097407
Room for rent,1050,"Etobicoke, ON M9W",2024-03-11 16:22:31,,,,,,,,,No,,No,,,,,,"Room for rent $1050 all include
Kipling and rexdale",15 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687914890
jane/finch/keele area,1200,"Toronto, ON, M3N1J2",2024-03-11 16:21:49,,,,,,,,,Yes,,Yes,,,,,,"huge beautifull apartment with nice balcony. Sharing the house with only one more person.
Cats welcome, dogs no.
Very clean and peacefull place.
all included, in suite laundry.
Parking not included but available for small fee.
Bus stop in front of the building.",19 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/jane-finch-keele-area/1687914825
2 bedrooms top level in a detached house,2000,"Scarborough, ON M1P 1E9",2024-03-11 16:17:29,Apartment,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,1,1 Year,"May 1, 2024",No,750,No,No,Yard,Outdoors only,Fridge / Freezer,,"2 bedrooms upper level in a detached house. Near Lawrence Avenue East/Kennedy Road in Scarborough.
Rent $2000 a month, inclusive depends how many people/parking or best offer.
Have own separate entrance. No sharing/bachelor unit. Originally 1 bedroom apt. Have big bedrooms, big kitchen & full washroom. Living room be used as bedroom, it is 10/12 ' away from other bedroom. Presently 3 adult people living in one family. Prefer 2/3 people.
One of the best location in GTA area. Warmer place.
Close to all amenities: Schools, TTC, Subway, stores etc. Easy to show, no pictures. Come to see with appointment. Strictly no dog/s.
Landlord living other properties. References required. If you are long time in Canada then need to good credit scores.
Available from May 1st.
First & last months rent req'd.
2 pieces of ID, Employment letter, recent 2 pay stuffs req""d.
Explain more details like how many people, how long in Canada, how you support rent payments etc. Landlord can response for suitable people. Serious inquiries only. No agents please. Thanks.",52 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-top-level-in-a-detached-house/1687914399
310-312 Lonsdale Road - 1 Bedroom Apartment for Rent,2434,"312 Lonsdale Road, Toronto, ON, M4V 1X4",2024-03-11 16:14:59,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,572,No,No,Not Included,No,,,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/310-312-lonsdale-road-1-bedroom-apartment-for-rent/1685200366
Basement Apt near Seneca,1700,"North York, ON M2H 2P9",2024-03-11 16:12:30,Basement,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,1,1 Year,"May 1, 2024",No,800,Yes,Yes,Yard,No,"Laundry (In Building), Fridge / Freezer",,"Excellent Location! Close To 404,401,407, Minutes Away From Go Station And Plaza. Steps To TTC And Shops, Banks, Restaurants. High Ranking School Zone: Arbor Glen Ps & A.Y. Jackson and Seneca College.
Separate entrance. Price includes all utilities, Internet and a parking lot. It is good for 2 individuals.",48 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apt-near-seneca/1687913919
2040 Eglinton Avenue West - 1 Bedroom Apartment for Rent,2295,"2040 Eglinton Avenue West, Toronto, ON, M6E 2K5",2024-03-11 16:10:24,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,No,659,No,No,Balcony,No,Dishwasher,,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2040-eglinton-avenue-west-1-bedroom-apartment-for-rent/1685200264
2 Regal Road - Studio Apartment for Rent,1898,"2 Regal Road, Toronto, ON, M6H 2J4",2024-03-11 16:09:23,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,519,No,No,Not Included,No,,Elevator in Building,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-regal-road-studio-apartment-for-rent/1684189618
FOR GIRL Furnished Condo Quiet Bedroom TTC Subway NorthYorkCentr,1580,"North York, ON M2N 0H6",2024-03-11 16:08:21,,,,,,,,,No,,Yes,,,,,,"FOR GIRL ONLY
Furnished Condo Clean & Quiet Bedroom For Rent
All Furnished with a Big Shelving Closet, Chest with Drawers, Desk & Chair, Bed..
All Natural Light with 9 ft Ceiling Windows, Bright & Clean In a Spacious 3 Bedrooms Condo Unit
All Inclusive Rent for $1580.- Utilities All Included: Hydro, Heat, Water, A/C & WIFI Internet
Bedroom Ideally ONLY for ONE QUIET, CLEAN & RESPECTFUL Female Student or Working Individual
Bathroom Shared with One Female Quiet Student
International Student is Very Welcome!
One Year Lease Term & Available Can Move-in April 15, 2024
Please NOTE: No Smoking, No Drugs, No Sleepovers..
Located in a Very Safe, Quiet, Newer & Well Maintained Condo Building in an Excellent Convenient Location on TTC Yonge / North York Centre Subway Station. Unit At End of Quiet Corner
Building Amenities with 24 Hours Security Concierge, Gym, Theater Room ...
Close to All Amenities: Shop at Empress Walk, Loblaws, Shoppers Drug Mart, Groceries, Dollarama, Metro, North York City Library, Restaurants, Banks, Mel Lastmen Square and Parks...
Serious Inquiries Only. Please Read Carefully Before Enquiries. Please Email Describe about Yourself and Situation. Please Leave Contact Numbers and Will Respond ASAP",9 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/for-girl-furnished-condo-quiet-bedroom-ttc-subway-northyorkcentr/1687913487
1903 Bayview Avenue - 1 Bedroom Apartment for Rent,2275,"1903 Bayview Avenue, Toronto, ON, M4G 3E4",2024-03-11 16:07:30,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,697,No,Yes,Not Included,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1903-bayview-avenue-1-bedroom-apartment-for-rent/1684189652
Furnished room available (Eglinton West Station) Females,850,"York, Toronto, ON M6E 2X5",2024-03-10 03:56:35,,,,,,,,,No,,Yes,,,,,,"Clean 3 bedroom furnished apartment. Room available for 2 female roommate. 24 hour TTC access, 2 minute bus ride or 10 minute walk to Eglinton West station and Cedervale Park. Minutes to access downtown Toronto.",128 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-available-eglinton-west-station-females/1687787371
Forest Hill Residences - 3 Bedroom Apartment for Rent,4700,"780 Eglinton Avenue West, Toronto, ON, M5N 1E9",2024-03-07 00:09:04,Apartment,3,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,"2,026",No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/forest-hill-residences-3-bedroom-apartment-for-rent/1665804729
Newly renovated 2 BDRM APT in Etobicoke,2300,"Superior Ave, Etobicoke, ON",2024-03-09 23:05:54,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,1,1 Year,"April 1, 2024",Limited,755,No,Yes,Not Included,No,Laundry (In Building),,"Available now, won't last. Spacious (755 sqft) and newly renovated two bedroom is now available in Etobicoke. Walking distance to Lake Shore, short drive to Humber college and Toronto. Parking included and coin laundry in the building. Book a viewing now. Contact Mike at 905-399-5423 or by emailing msugrim1@gmail.com to schedule a viewing.",94 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-2-bdrm-apt-in-etobicoke/1687768896
Renovated 1 Bedroom  + Den Apt.  for Rent in Danforth Village,2450,"2575 Danforth Avenue, Toronto, ON, M4C 1L5",2024-02-18 00:22:38,Apartment,1 + Den,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,"Live well at Main Square Apartments; perfectly located at Danforth and Main, surrounded by convenience! Need daycare? The Main Square Daycare is located on-site. Danforth Village is a shopper's paradise with many favourites within walking distance: Sobeys, Loblaws and Canadian Tire. All these services compliment your bright and airy living space. This vibrant Toronto neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-1-bedroom-den-apt-for-rent-in-danforth-village/1680625281
Private office for 3 people,1227,"4773-4789 Yonge Street, North York, ON, M2N 0G3",2024-02-23 18:00:35,,,,,,,,,,162,Yes,,,,,,"Productive workspace 3 persons that comes with everything taken care of. Put Your Business on the Fast Track at the Hullmark Centre.Connect with clients throughout Toronto and across Canada with flexible, serviced office space at the Hullmark Centre. Internal access to Sheppard-Yonge subway station puts you within easy reach of 70 destinations across Canadas capital city, including Oriole Train Station, plus the neighboring city of Vaughan. Road links are also excellent. Highways 401 and 404 are both just minutes away, allowing you to access major business areas across the city and reach out to clients all over the country from Windsor in the west all the way to the Ontario-Quebec border in the east.A landmark building located in the popular Willowdale East neighborhood of Toronto, the Hullmark Centre offers a unique and very flexible working environment. Take as much space as you need from a single desk to an entire floor. Create your own private office or enjoy the flexibility of hot-desking in our social coworking areas. If you need a meeting room, you can book one in seconds with our easy-to-use app. Start the day with a workout at LA Fitness just 3 minutes walk away and end it with a meal at one of the nearby restaurants or a stroll around Willowdale Park. Make a home for your business with 162 sqft of private office space in ON, Toronto - Hullmark Center, ideal for 3 employees. Our medium offices are fully serviced and have everything taken care of - from the furniture to the high-speed WiFi - so you can focus on driving your business forward. Find flexible office space for rent for as little as a day or stay for longer and personalise your space to suit the unique needs of your business.HQ Private Offices include:  Access to our global network with thousands of locations worldwide Highly trained reception and support team Secure, business-grade technology and WiFi Printers and access to admin support Cleaning, utilities, and security Desk space available by the hour, day, or month Regular networking and community events  Easy booking and account management via our app Customisable and flexible layouts Scale up or move locations to suit your needs High-quality ergonomic furniture Additional access to 646 sqft of shared workspace Pricing starts at 1227All images shown in this listing belong to our locations but may not correspond to this specific centre.Enquire now.",,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/private-office-for-3-people/1683161316
2 Bedroom Apartment – Spacious & Newly Renovated –Inquire today!,2929,"1577 Lawrence Ave W, Toronto, ON, M6L 1C4",2024-03-02 00:11:02,Apartment,2,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Limited,875,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer","24 Hour Security, Elevator in Building",Hurry! 1 Month Free - For a limited time only | Call Today!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-spacious-newly-renovated-inquire-today/1668148182
1065 Eglinton Ave West - 2 Bedroom Apartment for Rent,2725,"1065 Eglinton Ave., Toronto, ON, M6C 2E1",2024-03-11 16:06:20,Apartment,2,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"April 30, 2024",No,701,No,No,Not Included,No,,,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1065-eglinton-ave-west-2-bedroom-apartment-for-rent/1687482719
Beautiful basement from May 1,1850,"Ellsworth Ave, Toronto, ON M6G 2K7",2024-03-11 16:05:35,Basement,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",No,400,Yes,Yes,Yard,No,"Laundry (In Building), Fridge / Freezer",,"Very nice and cozy basement is available from May 1.
Great convenient location at Christie and St. Clair. TTC, restaurants, parks, shopping.
Very clean, very quiet. Separate entrance. Access to beautiful backyard. Non-smoking, no pets.
Perfect for single young professional, student or international student or young couple.
Please provide some information about yourself and how long do you plan to stay.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-basement-from-may-1/1687913164
Massive Bay St Furnished 2Bedroom 2 Bath near Sick Kids Hospital,4999,"Toronto, ON M5G 2M4",2024-03-11 16:05:07,,,,,,,,,Yes,,Yes,,,,,,"FAMILY Size (Sleeps 6) 2 Bedroom, 2 bathroom move-in ready upgraded fully furnished condo, complete with a walkout balcony in an world class high end condo building. Functional layout, floor-to-ceiling windows, granite counters, and stainless steel appliances. Entertain in style with 3 TVs equipped with digital cable, Roku TV, Netflix, and Ultra-Fast fiber optic WiFi. Enjoy added convenience with an in-suite washer/dryer. Immediate availability assured, with professional cleaning for peace of mind. Embrace modern, secure high-end condo living—luxury awaits!",,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/massive-bay-st-furnished-2bedroom-2-bath-near-sick-kids-hospital/1687913123
PRIVATE ROOM AVAILABLE FOR FEMALE,850,"Scarborough, ON M1H",2024-03-11 16:04:28,Basement,1,1,,Not Included,0,Month-to-month,"April 1, 2024",No,"1,000",No,Yes,Yard,No,Laundry (In Building),,"Spacious one-bedroom basement unit is available in Scarborough. Available from April 1st. The nearest intersection is Ellesmere Rd and Bellamy Rd. Walking distance to multiple TTC routes. Close to Centennial, UofT, shopping, groceries, parks, etc.",68 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/private-room-available-for-female/1687913068
3 Beds 2 Baths - Townhouse,3000,"65 Godstone Rd, North York, ON M2J 3C8",2024-03-11 16:03:44,Townhouse,3,2,,Not Included,1,1 Year,"April 1, 2024",No,"1,000",No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Fridge / Freezer",,"Close to Seneca college, Fairview mall, subway, bus stop, big supermarket, and parks.
Available date: April 1, 2024
Location: 65 Godstone Road, North York
Price: $3000 plus 70% hydro
Ensuite laundry and 1 underground parking
When messaging me, please provide me with your occupation, income, rent budget, how many people are moving in and their relationship.",58 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-beds-2-baths-townhouse/1687913001
Downtown one bedroom condo for rent (near King and Spadina),2500,"Wellington Street West, Toronto, ON",2024-03-11 16:03:38,Condo,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Limited,600,No,Yes,Not Included,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Unique Hotel Living At The ""Soho Metropolitan""! Located at 350 Wellington Street West. This One Bedroom Condo Is In The Vicinity Of All The Favorite Toronto Landmarks Including The Rogers Centre Stadium, The CN Tower, And The Metro Toronto Entertainment Centre. The Well Layouted Unit Features An Open Concept Living And Dining Room, A Large Kitchen Area And A Spacious One Bedroom With Ample Space. You Never Need To Go Far For A Good Restaurant, Bar Or Club, Not To Mention Shopping And Commercial Services. The Best Of Modern Life Is Within The Building And Just Out The Front Door. The Rent Includes Heating, Hydro, Water And CAC! Luxury hotel-style service & amenities include room service, saltwater pool, hot tub, sauna, gym wpersonal trainer, & yoga on site. Prime location 5 mins from TTC routes.",11 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-one-bedroom-condo-for-rent-near-king-and-spadina/1687912992
Toronto DT Lakeshore Master Bedroom for Single Female Only,1650,"Toronto, ON M6K",2024-03-11 16:02:00,,,,,,,,,No,,Yes,,,,,,"Shared Rooms only, not entire unit!!!There are two furnished rooms in this 3-bedroom 2-bathroom condo unit. One Master Bedroom has its own bathroom. Another side room need to share bathroom with another girl. Looking for two single female roommate only, no pet no smoking. NO Parking. Condo located in Toronto DT lakeshore near Bathurst St and QEW liberty village community. Starting April 01 2024. Please ask Cathy for details at 647*9-6-6*9-9-5-5",11 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/toronto-dt-lakeshore-master-bedroom-for-single-female-only/1687912842
Room For Rent in York Village,800,"Aldwinckle Heights, Toronto, ON M3J",2024-03-11 16:01:02,,,,,,,,,,,Yes,,,,,,"A Furnished Room with Private Washroom for rent in York Village .
Available April 1st .
Steps to York University buses and Subway nearby .
Utility and Bills included .
Please contact Cathy for more details .",66 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-york-village/1687912747
SHARED ROOM AVAILABLE FROM APRIL 1ST,650,"Scarborough, ON M1H",2024-03-11 16:00:39,,,,,,,,,No,,No,,,,,,"Spacious one-bedroom main floor unit available in Scarborough. Available from April 1st. The nearest intersection is Ellesmere Rd and Bellamy Rd. Walking distance to multiple TTC routes. Close to Centennial, UofT, shopping, groceries, parks, etc.",21 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/shared-room-available-from-april-1st/1687912708
one bedroom furnished apartment for rent,2200,"North York, ON M2M 1N8",2024-03-11 16:00:38,House,1,1,,Cable / TVInternet,1,1 Year,"March 15, 2024",No,700,Yes,Yes,Not Included,No,Laundry (In Building),,"One-bedroom furnished apartment for rent
Yonge St/Steeles Ave
One-bedroom apartment (fully furnished) is available for rent on the first floor of a house, in an excellent location. Just fully renovated and painted, very clean.
It is not a basement.
Separate entrance door, separate washer, and dryer (from the first floor), ideal for students, couples, or full-time working people; international students are welcome.
I would prefer to rent to a maximum of 2 people.",31 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-furnished-apartment-for-rent/1687912705
Skyliner - 1 Bedroom Apartment for Rent,2500,"224 St. George Street, Toronto, ON, M5R 2N9",2024-03-11 15:59:47,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 31, 2024",Yes,590,No,No,Not Included,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/skyliner-1-bedroom-apartment-for-rent/1684845800
Basement for Rent,,"Town Centre Court, Scarborough, ON, M1S 1V7",2024-03-11 15:59:33,,,,,,,,,,,No,,,,,,"View the mix of comfort and convenience in our basement unit located in the heart of Scarborough. This two-bedroom unit features a private entrance, a fully equipped kitchen, and bathroom with access to laundry room.
Enjoy the convenience of nearby malls, schools, and parks.",26 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-for-rent/1687912600
Family Size FURNISHED Bay St. Condo walk to Sick Kids Hospital,4250,"Toronto, ON M5G 2M4",2024-03-11 15:59:23,,,,,,,,,Yes,,Yes,,,,,,"Fully furnished rental downtown - short walk to Sick kids Hospital! Functional layout fully furnished condo (Sleeps up to 4 people). Move in Today ! Professionally cleaned - Move-in Ready. Granite counters. Stainless steel appliances, Fireplace, 2 TVs with Cable TV, FAST WiFi Internet. Professionals Welcome ! New Immigrants are Welcome ! Students are Welcome ! Very EASY Rental process! Min. stay of 28 or more nights is required.",,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/family-size-furnished-bay-st-condo-walk-to-sick-kids-hospital/1687912580
Room with Private Bathroom,1350,"Toronto, ON M6S 3A2",2024-03-11 15:58:27,,,,,,,,,No,,No,,,,,,"-Room for rent in a house
-Everything included (heat, hydro, water, etc.)
-Top floor
-Closet, hardwood floor, large window with blinds, ceiling fan
-Entirely renovated, freshly painted walls
-Renovated Private bathroom
-Shared kitchen
-Shared laundry room in the basement
-Street parking available
-Ideal for one person
-Documents needed: a letter of employment, a full credit report, a copy of a valid government issued photo ID, recent pay stubs, bank statements, your guarantors’ information and the first and last month's rent.
-For more information or to schedule a viewing, please call at 416-788-1961.",27 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-with-private-bathroom/1687912486
514 house for rent  . 3 bedroom & 2 wash rooms ( Basement).,,"514 Brimorton Drive, Scarborough, ON",2024-03-11 15:58:02,Basement,3,2,,Not Included,1,1 Year,"April 1, 2024",No,"1,400",No,Yes,Yard,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",,"514 Brimorton drive.3 Bedroom & 2 wash room . Basement separate door. Walking distance to bus, Centennial college, School, Hospital, University, Clinic, shopping malls etc every things nearby. If you’re interested please call 647-281-3529.",41 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/514-house-for-rent-3-bedroom-2-wash-rooms-basement/1687912445
Furnished room for rent,,"569 Brimley Rd, Scarborough, ON M1J 1B2",2024-03-11 15:57:50,,,,,,,,,Yes,,Yes,,,,,,"Furnished room for rent in basement located by Brimley and Eglinton. 10 minutes bus to Kennedy station and STC. Females only.
Please call Ana +1 (647) 763-7129",27 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/furnished-room-for-rent/1687912423
ROOM AVAILABLE ON MAIN FLOOR IN SCARBOROUGH,650,"Scarborough, ON M1H",2024-03-11 15:57:49,House,1,1,,Not Included,0,1 Year,"April 1, 2024",No,"1,200",No,Yes,Yard,No,Laundry (In Building),,"Spacious one-bedroom main floor unit available in Scarborough. Available from April 1st. The nearest intersection is Ellesmere Rd and Bellamy Rd. Walking distance to multiple TTC routes. Close to Centennial, UofT, shopping, groceries, parks, etc.",78 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/room-available-on-main-floor-in-scarborough/1687912421
St. Clair + Caledonia Room for Rent,,"Toronto, ON M6E 1C9",2024-03-11 15:55:46,,,,,,,,,Yes,,No,,,,,,St. Clair + Caledonia room for rent sharing washroom and kitchen with 2 adults.,15 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/st-clair-caledonia-room-for-rent/1687912194
La Salle Towers - 1 Bedroom Apartment for Rent,2575,"135 Lawton Blvd, Toronto, ON, M4V 1Z6",2024-03-11 15:55:44,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,640,No,No,Balcony,No,Laundry (In Building),,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/la-salle-towers-1-bedroom-apartment-for-rent/1682072298
2 large bedroom in basement apt with complete separate entrance,2199,"158 Park St, Scarborough, ON M1N 2P6",2024-03-11 15:55:32,Basement,2,1,,Not Included,1,1 Year,"April 1, 2024",No,"1,100",Yes,Yes,Not Included,Outdoors only,,,"Brand new basement apt with 2 giant bedrooms with completely separate entrance with nice landscaped backyard for rent from Apr 1.
It is in heart of Toronto area Midalnd and Kingston , all groceries, schools , colleges are within reach , Bluffers park is walking distances. Downtown also closure to this location .",38 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-large-bedroom-in-basement-apt-with-complete-separate-entrance/1687912169
Private bedroom available near Sheppard West/Yonge St. subway,750,"North York, ON M2N 1N4",2024-03-11 15:53:57,,,,,,,,,No,,Yes,,,,,,"A private bedroom is available in a house for male near the Sheppard West/Yonge St. subway. The rent includes access to the internet, hydro, gas bill, water, and use of washer and dryer. A non-smoker is preferred. No parking space is available. The first and the last month rent are required.",27 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-bedroom-available-near-sheppard-west-yonge-st-subway/1687912014
Bloor & Yonge 1 Bedroom Apartment - Dog friendly!,2399,"60 Gloucester St, Toronto, ON, M4Y 1L7",2024-03-11 15:53:35,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,650,No,No,Not Included,No,"Laundry (In Unit), Laundry (In Building)",,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bloor-yonge-1-bedroom-apartment-dog-friendly/1680105490
